name,img,ranking,score,population,info,year,quote
新世界,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.jpg,153,8.9,327930,"
                            导演: 朴勋政 Hoon-jung Park   主演: 李政宰 Jung-Jae Lee / 崔岷植 Min-sik...
                            2013 / 韩国 / 剧情 犯罪
                        ",2013,要做就做得狠一点，这样才能活下去。
电锯惊魂,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p726839485.jpg,154,8.7,450959,"
                            导演: 詹姆斯·温 James Wan   主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...
                            2004 / 美国 / 悬疑 惊悚 恐怖
                        ",2004,真相就在眼前。
模仿游戏,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg,155,8.7,536013,"
                            导演: 莫滕·泰杜姆 Morten Tyldum   主演: 本尼迪克特·康伯巴奇 Benedict C...
                            2014 / 英国 美国 / 剧情 传记 战争 同性
                        ",2014,他给机器起名“克里斯托弗”，因为这是他初恋的名字。
哈利·波特与火焰杯,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p735391084.jpg,156,8.7,517925,"
                            导演: 迈克·内威尔 Mike Newell   主演: 丹尼尔·雷德克里夫 Daniel Radclif...
                            2005 / 英国 美国 / 悬疑 奇幻 冒险
                        ",2005,
花样年华,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg,157,8.7,503928,"
                            导演: 王家卫 Kar Wai Wong   主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma...
                            2000 / 中国香港 / 剧情 爱情
                        ",2000,偷情本没有这样美。
黑客帝国3：矩阵革命,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg,158,8.8,377946,"
                            导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski   ...
                            2003 / 美国 / 动作 科幻
                        ",2003,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。
卢旺达饭店,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p470419493.jpg,159,8.9,275497,"
                            导演: 特瑞·乔治 Terry George   主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...
                            2004 / 英国 南非 意大利 美国 / 剧情 传记 历史 战争
                        ",2004,当这个世界闭上双眼，他却敞开了怀抱。
上帝之城,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg,160,9.0,266078,"
                            导演: 费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund  &nbsp...
                            2002 / 巴西 法国 / 犯罪 剧情
                        ",2002,被上帝抛弃了的上帝之城。
风之谷,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg,161,8.9,317216,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y...
                            1984 / 日本 / 动画 奇幻 冒险
                        ",1984,动画片的圣经。
三块广告牌,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2510081688.jpg,162,8.7,714982,"
                            导演: 马丁·麦克唐纳 Martin McDonagh   主演: 弗兰西斯·麦克多蒙德 France...
                            2017 / 美国 英国 / 剧情 犯罪
                        ",2017,怼天怼地，你走后，她与世界为敌。
疯狂原始人,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg,163,8.7,741039,"
                            导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders   主演...
                            2013 / 美国 / 喜剧 动画 冒险
                        ",2013,老少皆宜，这就是好莱坞动画的魅力。
谍影重重3,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg,164,8.8,366646,"
                            导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...
                            2007 / 美国 德国 / 动作 悬疑 惊悚
                        ",2007,像吃了苏打饼一样干脆的电影。
英雄本色,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg,165,8.6,452693,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...
                            1986 / 中国香港 / 剧情 动作 犯罪
                        ",1986,英雄泪短，兄弟情长。 
你的名字。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg,166,8.5,1196046,"
                            导演: 新海诚 Makoto Shinkai   主演: 神木隆之介 Ryûnosuke Kamiki / 上...
                            2016 / 日本 / 剧情 爱情 动画
                        ",2016,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。
头脑特工队,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2266293606.jpg,167,8.7,513756,"
                            导演: 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen  &nb...
                            2015 / 美国 / 喜剧 动画 冒险
                        ",2015,愿我们都不用长大，每一座城堡都能永远存在。
达拉斯买家俱乐部,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg,168,8.8,388757,"
                            导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon...
                            2013 / 美国 / 剧情 传记 同性
                        ",2013,Jared Leto的腿比女人还美！
纵横四海,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2597918718.jpg,169,8.8,357240,"
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...
                            1991 / 中国香港 / 剧情 喜剧 动作 犯罪
                        ",1991,香港浪漫主义警匪动作片的巅峰之作。
心迷宫,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2276780256.jpg,170,8.7,432547,"
                            导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...
                            2014 / 中国大陆 / 剧情 犯罪 悬疑
                        ",2014,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。
岁月神偷,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg,171,8.7,519710,"
                            导演: 罗启锐 Alex Law   主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...
                            2010 / 中国香港 中国大陆 / 剧情 家庭
                        ",2010,岁月流逝，来日可追。
记忆碎片,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg,172,8.7,529805,"
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 盖·皮尔斯 Guy Pearce /...
                            2000 / 美国 / 犯罪 剧情 悬疑 惊悚
                        ",2000,一个针管引发的血案。
忠犬八公物语,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2603716224.jpg,173,9.2,165550,"
                            导演: Seijirô Kôyama   主演: 山本圭 Kei Yamamoto / 井川比佐志 Hisa...
                            1987 / 日本 / 剧情
                        ",1987,养狗三日，便会对你终其一生。
海街日记,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2603364117.jpg,174,8.8,371581,"
                            导演: 是枝裕和 Hirokazu Koreeda   主演: 绫濑遥 Haruka Ayase / 长泽雅美 M...
                            2015 / 日本 / 剧情 家庭
                        ",2015,是枝裕和的家庭习作。
惊魂记,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg,175,9.0,227765,"
                            导演: 阿尔弗雷德·希区柯克 Alfred Hitchcock   主演: 安东尼·博金斯 Antho...
                            1960 / 美国 / 悬疑 惊悚 恐怖
                        ",1960,故事的反转与反转，分裂电影的始祖。
荒蛮故事,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2584519452.jpg,176,8.8,376723,"
                            导演: 达米安·斯兹弗隆 Damián Szifron   主演: 达里奥·葛兰帝内提 Darío...
                            2014 / 阿根廷 西班牙 / 剧情 喜剧 犯罪
                        ",2014,始于荒诞，止于更荒诞。
九品芝麻官,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p648370300.jpg,177,8.6,540961,"
                            导演: 王晶 Jing Wong   主演: 周星驰 Stephen Chow / 吴孟达 Man Tat Ng / ...
                            1994 / 中国香港 中国大陆 / 剧情 喜剧 古装
                        ",1994,
爆裂鼓手,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2220776342.jpg,178,8.7,491617,"
                            导演: 达米恩·查泽雷 Damien Chazelle   主演: 迈尔斯·特勒 Miles Teller /...
                            2014 / 美国 / 剧情 音乐
                        ",2014,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。
贫民窟的百万富翁,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p792430365.jpg,179,8.6,656306,"
                            导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan   主演: 戴夫...
                            2008 / 英国 / 剧情 爱情
                        ",2008,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁
真爱至上,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg,180,8.6,624952,"
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 休·格兰特 Hugh Grant / 柯林...
                            2003 / 英国 美国 法国 / 喜剧 剧情 爱情
                        ",2003,爱，是个动词。
东邪西毒,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg,181,8.6,508725,"
                            导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 林青霞 Brigitte...
                            1994 / 中国香港 中国台湾 / 剧情 动作 爱情 武侠 古装
                        ",1994,电影诗。
绿里奇迹,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg,182,8.9,266513,"
                            导演: Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M...
                            1999 / 美国 / 犯罪 剧情 奇幻 悬疑
                        ",1999,天使暂时离开。
小偷家族,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2530599636.jpg,183,8.7,716783,"
                            导演: 是枝裕和 Hirokazu Koreeda   主演: 中川雅也 Lily Franky / 安藤樱 Sa...
                            2018 / 日本 / 剧情 犯罪 家庭
                        ",2018,我们组成了家。
爱在午夜降临前,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg,184,8.8,316345,"
                            导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...
                            2013 / 美国 希腊 / 剧情 爱情
                        ",2013,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。
无敌破坏王,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg,185,8.7,459467,"
                            导演: 瑞奇·莫尔 Rich Moore   主演: 约翰·C·赖利 John C. Reilly / 萨拉...
                            2012 / 美国 / 喜剧 动画 奇幻 冒险
                        ",2012,迪士尼和皮克斯拿错剧本的产物。
黑天鹅,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2549648344.jpg,186,8.6,708707,"
                            导演: 达伦·阿罗诺夫斯基 Darren Aronofsky   主演: 娜塔莉·波特曼 Natalie...
                            2010 / 美国 / 剧情 惊悚
                        ",2010,黑暗之美。
冰川时代,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg,187,8.6,536475,"
                            导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge   主演...
                            2002 / 美国 / 喜剧 动画 冒险
                        ",2002,松鼠才是角儿。
你看起来好像很好吃,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p709670262.jpg,188,8.9,291074,"
                            导演: 藤森雅也 Masaya Fujimori   主演: 山口胜平 Kappei Yamaguchi / 爱河...
                            2010 / 日本 / 剧情 动画 儿童
                        ",2010,感情不分食草或者食肉。
疯狂的石头,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg,189,8.5,697911,"
                            导演: 宁浩 Hao Ning   主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin
                            2006 / 中国大陆 中国香港 / 喜剧 犯罪
                        ",2006,中国版《两杆大烟枪》。
萤火虫之墓,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2237136718.jpg,190,8.7,365741,"
                            导演: 高畑勋 Isao Takahata   主演: 辰己努 / 白石绫乃 / 志乃原良子
                            1988 / 日本 / 动画 剧情 战争
                        ",1988,幸福是生生不息，却难以触及的远。 
雨人,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2353324612.jpg,191,8.7,355991,"
                            导演: 巴瑞·莱文森 Barry Levinson   主演: 达斯汀·霍夫曼 Dustin Hoffman ...
                            1988 / 美国 / 剧情
                        ",1988,生活在自己的世界里，也可以让周围的人显得可笑和渺小。
色，戒,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p453716305.jpg,192,8.5,621461,"
                            导演: 李安 Ang Lee   主演: 梁朝伟 Tony Leung Chiu Wai / 汤唯 Wei Tang / ...
                            2007 / 中国台湾 中国大陆 美国 中国香港 / 剧情 爱情 情色
                        ",2007,假戏真情，爱欲深海
雨中曲,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg,193,9.1,181771,"
                            导演: 斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly   主演: 吉恩·...
                            1952 / 美国 / 喜剧 歌舞 爱情
                        ",1952,骨灰级歌舞片。
恐怖游轮,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg,194,8.5,695288,"
                            导演: 克里斯托弗·史密斯 Christopher Smith   主演: 梅利莎·乔治 Melissa ...
                            2009 / 英国 澳大利亚 / 剧情 悬疑 惊悚
                        ",2009,不要企图在重复中寻找已经失去的爱。
恋恋笔记本,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg,195,8.6,571499,"
                            导演: 尼克·卡索维茨 Nick Cassavetes   主演: 瑞恩·高斯林 Ryan Gosling /...
                            2004 / 美国 / 剧情 爱情
                        ",2004,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 
魔女宅急便,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p456676352.jpg,196,8.7,395694,"
                            导演: 宫崎骏 Hayao Miyazaki   主演: 高山南 Minami Takayama / 佐久间玲 Re...
                            1989 / 日本 / 动画 奇幻 冒险
                        ",1989,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。
2001太空漫游,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2560717825.jpg,197,8.8,261166,"
                            导演: 斯坦利·库布里克 Stanley Kubrick   主演: 凯尔·杜拉 Keir Dullea / ...
                            1968 / 英国 美国 / 科幻 惊悚 冒险
                        ",1968,现代科幻电影的开山之作，最伟大导演的最伟大影片。
城市之光,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2170238828.jpg,198,9.3,119102,"
                            导演: Charles Chaplin   主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·...
                            1931 / 美国 / 喜剧 剧情 爱情
                        ",1931,永远的小人物，伟大的卓别林。
可可西里,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg,199,8.8,257788,"
                            导演: 陆川 Chuan Lu   主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...
                            2004 / 中国大陆 中国香港 / 剧情 犯罪
                        ",2004,坚硬的信仰。
二十二,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg,200,8.7,261972,"
                            导演: 郭柯 Ke Guo   主演: 
                            2015 / 中国大陆 / 纪录片
                        ",2015,有一些东西不应该被遗忘。
虎口脱险,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg,201,8.9,212013,"
                            导演: 杰拉尔·乌里 Gérard Oury   主演: 路易·德·菲耐斯 Louis de Funès...
                            1966 / 法国 英国 / 喜剧 战争
                        ",1966,永远看不腻的喜剧。
人工智能,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg,202,8.7,381183,"
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 海利·乔·奥斯蒙 Haley...
                            2001 / 美国 英国 / 剧情 科幻
                        ",2001,对爱的执着，可以超越一切。
初恋这件小事,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg,203,8.4,879785,"
                            导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...
                            2010 / 泰国 / 剧情 喜剧 爱情
                        ",2010,黑小鸭速效美白记。
海边的曼彻斯特,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2421855655.jpg,204,8.6,422391,"
                            导演: 肯尼斯·罗纳根 Kenneth Lonergan   主演: 卡西·阿弗莱克 Casey Affle...
                            2016 / 美国 / 剧情 家庭
                        ",2016,我们都有权利不与自己的过去和解。
遗愿清单,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1481879628.jpg,205,8.7,359466,"
                            导演: 罗伯·莱纳 Rob Reiner   主演: 杰克·尼科尔森 Jack Nicholson / 摩根...
                            2007 / 美国 / 冒险 喜剧 剧情
                        ",2007,用剩余不多的时间，去燃烧整个生命。
奇迹男孩,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2507709428.jpg,206,8.6,491789,"
                            导演: 斯蒂芬·卓博斯基 Stephen Chbosky   主演: 雅各布·特伦布莱 Jacob Tr...
                            2017 / 美国 中国香港 / 剧情 儿童 家庭
                        ",2017,世界不完美，爱会有奇迹。
大佛普拉斯,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2505928032.jpg,207,8.7,364295,"
                            导演: 黄信尧 Hsin-yao Huang   主演: 庄益增 Yizeng Zhuang / 陈竹昇 Chu-sh...
                            2017 / 中国台湾 / 剧情 喜剧
                        ",2017,人们可以登上月球，却永远无法探索人们内心的宇宙。
罗生门,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1598883511.jpg,208,8.8,266475,"
                            导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 京町子 ...
                            1950 / 日本 / 剧情 犯罪 悬疑
                        ",1950,人生的N种可能性。
终结者2：审判日,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg,209,8.8,299101,"
                            导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz...
                            1991 / 美国 法国 / 动作 科幻
                        ",1991,少见的超越首部的续集，动作片中的经典。
牯岭街少年杀人事件,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg,210,8.9,231784,"
                            导演: 杨德昌 Edward Yang   主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...
                            1991 / 中国台湾 / 剧情 犯罪
                        ",1991,弱者送给弱者的一刀。
房间,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg,211,8.8,331797,"
                            导演: 伦尼·阿伯拉罕森 Lenny Abrahamson   主演: 布丽·拉尔森 Brie Larson...
                            2015 / 爱尔兰 加拿大 英国 美国 / 剧情 家庭
                        ",2015,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。
青蛇,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2570901292.jpg,212,8.6,448891,"
                            导演: 徐克 Hark Tsui   主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...
                            1993 / 中国香港 中国大陆 / 剧情 爱情 奇幻 古装
                        ",1993,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。
源代码,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg,213,8.5,710107,"
                            导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...
                            2011 / 美国 加拿大 / 科幻 悬疑 惊悚
                        ",2011,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。
无间道2,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p958008320.jpg,214,8.6,376629,"
                            导演: 刘伟强 / 麦兆辉   主演: 陈冠希 / 余文乐 / 曾志伟
                            2003 / 中国香港 / 剧情 犯罪 惊悚
                        ",2003,
新龙门客栈,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg,215,8.6,382083,"
                            导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...
                            1992 / 中国香港 中国大陆 / 动作 爱情 武侠 古装
                        ",1992,嬉笑怒骂，调风动月。
东京教父,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p456703618.jpg,216,9.0,166232,"
                            导演: 今敏 Satoshi Kon   主演: 江守彻 Toru Emori / 梅垣义明 Yoshiaki Ume...
                            2003 / 日本 / 剧情 喜剧 动画
                        ",2003,
疯狂的麦克斯4：狂暴之路,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2236181653.jpg,217,8.6,452737,"
                            导演: 乔治·米勒 George Miller   主演: 汤姆·哈迪 Tom Hardy / 查理兹·塞...
                            2015 / 澳大利亚 美国 / 动作 科幻 冒险
                        ",2015,“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~
魂断蓝桥,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg,218,8.8,239641,"
                            导演: 茂文·勒鲁瓦 Mervyn LeRoy   主演: 费雯·丽 Vivien Leigh / 罗伯特·...
                            1940 / 美国 / 剧情 爱情 战争
                        ",1940,中国式内在的美国电影。
波西米亚狂想曲,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2549558913.jpg,219,8.7,504478,"
                            导演: 布莱恩·辛格 Bryan Singer   主演: 拉米·马雷克 Rami Malek / 本·哈...
                            2018 / 英国 美国 / 剧情 传记 同性 音乐
                        ",2018,
无耻混蛋,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2575043939.jpg,220,8.6,410375,"
                            导演: Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M...
                            2009 / 德国 美国 / 剧情 犯罪
                        ",2009,昆汀同学越来越变态了，比北野武还杜琪峰。
步履不停,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2375245718.jpg,221,8.8,235380,"
                            导演: 是枝裕和 Hirokazu Koreeda   主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu...
                            2008 / 日本 / 剧情 家庭
                        ",2008,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。
血钻,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg,222,8.7,319733,"
                            导演: 爱德华·兹威克 Edward Zwick   主演: 莱昂纳多·迪卡普里奥 Leonardo ...
                            2006 / 美国 德国 英国 / 剧情 惊悚 冒险
                        ",2006,每个美丽事物背后都是滴血的现实。
茶馆,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2528965424.jpg,223,9.5,82742,"
                            导演: 谢添 Tian Xie   主演: 于是之 Shizhi Yu / 郑榕 Rong Zhen / 蓝天野 T...
                            1982 / 中国大陆 / 剧情 历史
                        ",1982,
彗星来的那一夜,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187896734.jpg,224,8.5,464161,"
                            导演: 詹姆斯·沃德·布柯特 James Ward Byrkit   主演: 艾米丽·芭尔多尼 Em...
                            2013 / 美国 英国 / 科幻 悬疑 惊悚
                        ",2013,小成本大魅力。
燃情岁月,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1023654037.jpg,225,8.8,251976,"
                            导演: 爱德华·兹威克 Edward Zwick   主演: 布拉德·皮特 Brad Pitt / 安东...
                            1994 / 美国 / 剧情 爱情 战争 西部
                        ",1994,传奇，不是每个人都可以拥有。
战争之王,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p792282381.jpg,226,8.7,309547,"
                            导演: 安德鲁·尼科尔 Andrew Niccol   主演: 尼古拉斯·凯奇 Nicolas Cage /...
                            2005 / 法国 德国 美国 / 剧情 犯罪
                        ",2005,做一颗让别人需要你的棋子。
千钧一发,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg,227,8.8,236203,"
                            导演: 安德鲁·尼科尔 Andrew Niccol   主演: 伊桑·霍克 Ethan Hawke / 乌玛...
                            1997 / 美国 / 剧情 科幻 惊悚
                        ",1997,一部能引人思考的科幻励志片。
黑客帝国2：重装上阵,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p443461390.jpg,228,8.6,337811,"
                            导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski   ...
                            2003 / 美国 / 动作 科幻
                        ",2003,一个精彩的世界观正在缓缓建立。
