,title,link,view,uploader,upload time
505,【宋小宝】因为鱼说他打球像蔡徐坤，跟鱼干了起来，超级搞笑..,//www.bilibili.com/video/BV1Qt41137x3?from=search&seid=15009671237604623738,"
        563
      ",奇客Franci,"
        2019-07-15
      "
506,居然有人打球比蔡徐坤还蔡徐坤？！？【逸夫的日常沙雕】,//www.bilibili.com/video/BV1d4411M7bC?from=search&seid=15009671237604623738,"
        228
      ",莉莉丝编辑Channel,"
        2019-06-06
      "
507,你玩遊戲像「蔡徐坤」到底是啥!-你打球像「蔡徐坤」，你才像「蔡徐坤」嘞！_電玩宅速配20190525,//www.bilibili.com/video/BV1Y4411s7wB?from=search&seid=15009671237604623738,"
        120
      ",咸鱼王喵,"
        2019-05-25
      "
508,高能时刻：鲁大能被粉丝说打球像蔡徐坤，大能讲述打篮球时被兵哥哥撞骨折的悲惨经历。,//www.bilibili.com/video/BV154411e74D?from=search&seid=15009671237604623738,"
        1087
      ",哆啦梦琴,"
        2019-05-11
      "
509,石锤！冯提莫打球像蔡徐坤,//www.bilibili.com/video/BV114411Y7BT?from=search&seid=15009671237604623738,"
        307
      ",Geanty,"
        2019-05-10
      "
510,巴萨被利物浦淘汰后，苏醒的真实反应。打球像蔡徐坤，看球像苏醒,//www.bilibili.com/video/BV1J4411v76E?from=search&seid=15009671237604623738,"
        359
      ",尤文球迷WYC,"
        2019-05-08
      "
511,求求你们别再说我打球像蔡徐坤了,//www.bilibili.com/video/BV124411e7Hx?from=search&seid=15009671237604623738,"
        85
      ",我只吹瓶_,"
        2019-05-07
      "
512,中学球场喊别人打球像蔡徐坤被爆锤！,//www.bilibili.com/video/BV1k4411e7MP?from=search&seid=15009671237604623738,"
        2286
      ",春清月,"
        2019-05-07
      "
513,在我的世界种子里输入蔡徐坤；鸡你太美；你打球好像蔡徐坤；菜虚鲲  会发生什么令人嗷嗷叫的事呢？(滑稽л̵ʱªʱªʱª (ᕑᗢᓫา∗)˒),//www.bilibili.com/video/BV1S4411v7uk?from=search&seid=15009671237604623738,"
        137
      ",勇冠明军,"
        2019-05-03
      "
514,我是爱打球的蔡徐坤,//www.bilibili.com/video/BV1H4411x7qq?from=search&seid=15009671237604623738,"
        27
      ",奤邯蔊,"
        2019-05-02
      "
515,这个up主打球比蔡徐坤还菜！,//www.bilibili.com/video/BV16441147gH?from=search&seid=15009671237604623738,"
        47
      ",白泽冬眠,"
        2019-04-29
      "
516,在篮球场说你打球像蔡徐坤！up主最后下跪求饶,//www.bilibili.com/video/BV1a4411h7ct?from=search&seid=15009671237604623738,"
        15.1万
      ",罗漾ly,"
        2019-04-26
      "
517,【三爷】2款奇葩的蔡徐坤小游戏！听说你打球也像蔡徐坤！,//www.bilibili.com/video/BV1D441187qp?from=search&seid=15009671237604623738,"
        934
      ",GunDa三爷,"
        2019-04-25
      "
518,震惊！蔡徐坤竟开始教动物们打球？！！,//www.bilibili.com/video/BV1cb41157SU?from=search&seid=15009671237604623738,"
        340
      ",-雨崽-,"
        2019-04-21
      "
519,什么！这个up主竟然敢去球场骂别人打球像蔡徐坤？,//www.bilibili.com/video/BV1Mb411V7u1?from=search&seid=15009671237604623738,"
        4218
      ",清暝Seimei,"
        2019-04-20
      "
520,把这篮球技巧用在球场，被骂打球像蔡徐坤,//www.bilibili.com/video/BV1Kb411L7E9?from=search&seid=5907523227682423161,"
        10.9万
      ",真田康康君,"
        2019-04-18
      "
521,【MMD】星宫莓！你打球像蔡徐坤！,//www.bilibili.com/video/BV1ib41157rd?from=search&seid=5907523227682423161,"
        1677
      ",゚゚゚゚゚゚゚゚,"
        2019-04-18
      "
522,说我什么都可以，但你不能说我打球像蔡徐坤！,//www.bilibili.com/video/BV1Cb411j7ar?from=search&seid=5907523227682423161,"
        111
      ",视频头条,"
        2019-04-16
      "
523,打球像蔡徐坤,//www.bilibili.com/video/BV1nb411j7S9?from=search&seid=5907523227682423161,"
        20
      ",13752240568_bili,"
        2019-04-15
      "
524,【欧阳乐玄】当同学打球像蔡徐坤的时候...鸡你太美警告qwq,//www.bilibili.com/video/BV1sb411j7sn?from=search&seid=5907523227682423161,"
        131
      ",欧阳乐玄,"
        2019-04-15
      "
525,打球像蔡徐坤的小学生要和我单挑？律师函警告！,//www.bilibili.com/video/BV1Rb411L7fp?from=search&seid=5907523227682423161,"
        207
      ",绫濑不女装,"
        2019-04-14
      "
526,粉丝教我如何打球像蔡徐坤？在天津大学极度羞耻的模仿过程（第一次打篮球，难哭了）,//www.bilibili.com/video/BV11b411L7T3?from=search&seid=5907523227682423161,"
        30.2万
      ",-千夏chika-,"
        2019-04-14
      "
527,[第五人格]当你说监管者打球像蔡徐坤,//www.bilibili.com/video/BV11b411L7to?from=search&seid=5907523227682423161,"
        230
      ",来自非洲的灵大大,"
        2019-04-14
      "
528,如果早知弟弟打球像蔡徐坤,//www.bilibili.com/video/BV1nb411T7BU?from=search&seid=5907523227682423161,"
        891
      ",鬼角sama,"
        2019-04-13
      "
529,miumiu你打球像蔡徐坤,//www.bilibili.com/video/BV1yb411K7UY?from=search&seid=5907523227682423161,"
        101
      ",南京沙雕艺术团团长,"
        2019-04-13
      "
530,【定格动画】爆肝制作！600+张乐高图片还原你打球像蔡徐坤！,//www.bilibili.com/video/BV1Sb411g7gw?from=search&seid=5907523227682423161,"
        7134
      ",每天开心不,"
        2019-04-05
      "
531,我打球像蔡徐坤,//www.bilibili.com/video/BV15b411x7T3?from=search&seid=5907523227682423161,"
        176
      ",艾特纯黑,"
        2019-03-27
      "
532,【空洞骑士】你打球像蔡徐坤，可是和我有什么关系，我不像啊,//www.bilibili.com/video/BV1Xb411479H?from=search&seid=5907523227682423161,"
        5836
      ",かわいい花音,"
        2019-03-25
      "
533,蔡徐坤居然在崩坏3里打球!,//www.bilibili.com/video/BV1Fb411E7DA?from=search&seid=5907523227682423161,"
        994
      ",死枯_Spark,"
        2019-03-23
      "
534,你打球像蔡徐坤,//www.bilibili.com/video/BV1bb411i7rZ?from=search&seid=5907523227682423161,"
        7032
      ",凝錾森林,"
        2019-03-09
      "
535,当你说你朋友打球像蔡徐坤时，他的反应竟令我大跌眼镜!,//www.bilibili.com/video/BV1fb41127eG?from=search&seid=5907523227682423161,"
        2.6万
      ",老老老蜥蜴,"
        2019-02-15
      "
536,虽然我打球像蔡徐坤，拼胶像王俊凯，打电竞像杨洋，但我上热评的时候，真的好靓仔!我想上热评上热评!爸爸们!(´；ω；`),//www.bilibili.com/video/BV1xt411378h?from=search&seid=5907523227682423161,"
        274
      ",吾之名蔡徐坤,"
        2019-07-18
      "
537,我打球像蔡徐坤,//www.bilibili.com/video/BV1Rb4y1B7s9?from=search&seid=5907523227682423161,"
        6
      ",我是聪明的宋爷爷,"
        2021-12-06
      "
538,比你打球像蔡徐坤更恶毒的来了，你发球像周琦,//www.bilibili.com/video/BV12441117Cd?from=search&seid=5907523227682423161,"
        363
      ",若有风过_,"
        2019-09-02
      "
539,你可以说我打球菜，但是你不能说我打球像蔡徐坤【搞笑沙雕图第六期】,//www.bilibili.com/video/BV144411F78E?from=search&seid=5907523227682423161,"
        89
      ",世突破,"
        2019-07-08
      "
540,钟爱评测 你打球像蔡徐坤 一款好玩的冷门篮球游戏 ps一对一格斗篮球,//www.bilibili.com/video/BV1Nx41197fq?from=search&seid=3841469195809736802,"
        319
      ",有替身能力的钟爱,"
        2019-07-02
      "
541,在篮球基地大叫：&quot;你打球像蔡徐坤！&quot;会怎样？,//www.bilibili.com/video/BV144411p7C2?from=search&seid=3841469195809736802,"
        8790
      ",Gnisim-A,"
        2019-06-01
      "
542,打球像蔡徐坤时，老奶奶都看不下去了。网络沙雕图第二弹,//www.bilibili.com/video/BV1s4411J7TX?from=search&seid=3841469195809736802,"
        8468
      ",狩猎一筋,"
        2019-05-15
      "
543,【听说你打球像蔡徐坤，嘤嘤嘤】《最强NBA》小子我看你打球像蔡徐坤，我这里有个视频能让你成为最强蔡徐坤,//www.bilibili.com/video/BV1n4411a798?from=search&seid=3841469195809736802,"
        69
      ",萧笙黙,"
        2019-05-12
      "
544,siri，你打球像蔡徐坤！,//www.bilibili.com/video/BV1o4411h7bS?from=search&seid=3841469195809736802,"
        75
      ",若影丶Ruo,"
        2019-05-11
      "
545,【面包】我:你打球像蔡徐坤,//www.bilibili.com/video/BV1C4411Y7Jw?from=search&seid=3841469195809736802,"
        363
      ",面包杀不动惹,"
        2019-05-10
      "
546,作死：当你在小区球场对正在打球的人说“你打球像蔡徐坤”,//www.bilibili.com/video/BV1d4411v7xo?from=search&seid=3841469195809736802,"
        762
      ",缘燕fantasy,"
        2019-05-04
      "
547,你打球像蔡徐坤知道吗？老外搞笑篮球，传神演绎野球场各种奇葩,//www.bilibili.com/video/BV1P4411t7g9?from=search&seid=3841469195809736802,"
        241
      ",毒舌老外,"
        2019-05-03
      "
548,你打球像蔡徐坤,//www.bilibili.com/video/BV1bb411j7bG?from=search&seid=3841469195809736802,"
        3877
      ",南方哥,"
        2019-04-16
      "
549,nba2k19 哈登化身为龙，点赞UP打球像蔡徐坤，终极皮肤,//www.bilibili.com/video/BV15b411j7MD?from=search&seid=3841469195809736802,"
        2331
      ",欧阳峰NBA2K,"
        2019-04-15
      "
550,什么，我打球像蔡徐坤？这个篮球小游戏我已经玩不下去了！,//www.bilibili.com/video/BV1Bb411K7Qo?from=search&seid=3841469195809736802,"
        74
      ",野老c,"
        2019-04-12
      "
551,真#你打球像蔡徐坤,//www.bilibili.com/video/BV18b411M7jW?from=search&seid=3841469195809736802,"
        292
      ",total_silence,"
        2019-04-11
      "
552,教你如何打球像蔡徐坤,//www.bilibili.com/video/BV13b411M7XA?from=search&seid=3841469195809736802,"
        176
      ",xiyezz,"
        2019-04-10
      "
553,我打球像蔡徐坤？这是对我赤果果的侮辱！日更沙雕图系列#3,//www.bilibili.com/video/BV11b411u7vA?from=search&seid=3841469195809736802,"
        1294
      ",Lussea,"
        2019-04-08
      "
554,nba2k奥尼尔说SS霍华德打球像蔡徐坤，火花直接挂机,//www.bilibili.com/video/BV1Jb41137R2?from=search&seid=3841469195809736802,"
        304
      ",南哥大侠,"
        2019-04-06
      "
555,看到弹幕说我打球像蔡徐坤，我专门模仿了一下，不知道大家觉得像不像？,//www.bilibili.com/video/BV1kb411p7Mb?from=search&seid=3841469195809736802,"
        6512
      ",Afengysf,"
        2019-04-02
      "
556,你打球像蔡徐坤！你拼胶像王俊凯！（我就是试试这个封面有没有人来）————B吧沙雕日常第六期,//www.bilibili.com/video/BV1wb411t77r?from=search&seid=3841469195809736802,"
        4342
      ",摸鱼秦先生,"
        2019-03-25
      "
557,你打球像蔡徐坤！,//www.bilibili.com/video/BV17b411J7P1?from=search&seid=3841469195809736802,"
        371
      ",Quuuuuuuue,"
        2019-03-20
      "
558,【猿游】《灌篮高手ol》听说你打球很像蔡徐坤？,//www.bilibili.com/video/BV1fA411v7ZE?from=search&seid=3841469195809736802,"
        36
      ",童心猿,"
        2020-06-23
      "
559,〖鬼畜元气骑士〗，蔡徐坤的自我修养。兄弟打球不？,//www.bilibili.com/video/BV1SE411K7wo?from=search&seid=3841469195809736802,"
        25
      ",账号注销6261477,"
        2020-03-12
      "
560,日常工作。老尸最近一片红，还好我打球不像蔡徐坤。,//www.bilibili.com/video/BV1rJ411w7hP?from=search&seid=7455858641782302467,"
        55
      ",Darkness李,"
        2019-09-17
      "
561,【明日方舟】陈Sir！你打球真像蔡徐坤！,//www.bilibili.com/video/BV1Nt411G7xv?from=search&seid=7455858641782302467,"
        4823
      ",绝望小说家,"
        2019-07-15
      "
562,挑战全网打球最像蔡徐坤的人,//www.bilibili.com/video/BV1bt411V7sf?from=search&seid=7455858641782302467,"
        16
      ",一个没有态度的网友,"
        2019-07-13
      "
563,当你对客服说你打球真像蔡徐坤,//www.bilibili.com/video/BV1W4411A7Y2?from=search&seid=7455858641782302467,"
        87
      ",待陌Lonely,"
        2019-07-04
      "
564,此女生打球完爆蔡徐坤。。。,//www.bilibili.com/video/BV1k4411e7zR?from=search&seid=7455858641782302467,"
        498
      ",春清月,"
        2019-05-07
      "
565,你打球真像蔡徐坤,//www.bilibili.com/video/BV1S4411v7sz?from=search&seid=7455858641782302467,"
        110
      ",芊桡君,"
        2019-05-03
      "
566,穿什么球鞋打球最像蔡徐坤呢？来听听童鞋们怎么说,//www.bilibili.com/video/BV1v4411x7K8?from=search&seid=7455858641782302467,"
        159
      ",冰糖柚子酱酱酱,"
        2019-05-02
      "
567,打球人【蔡徐坤X恶 魔 人】,//www.bilibili.com/video/BV144411h768?from=search&seid=7455858641782302467,"
        2103
      ",数星星,"
        2019-04-26
      "
568,【蔡徐坤打砖块】在？出来打球！,//www.bilibili.com/video/BV1Xb41137Qr?from=search&seid=7455858641782302467,"
        2361
      ",YOUYUJIUHUI,"
        2019-04-22
      "
569,沙雕网友打球太像蔡徐坤了¿,//www.bilibili.com/video/BV1db41157sG?from=search&seid=7455858641782302467,"
        101
      ",春日ッ野穹,"
        2019-04-18
      "
570,打球不如蔡徐坤的小樱花是怎样的？,//www.bilibili.com/video/BV1Cb411j7Rq?from=search&seid=7455858641782302467,"
        118
      ",马铃薯大战西红柿,"
        2019-04-16
      "
571,蔡徐坤竟然在Apex里打球？！,//www.bilibili.com/video/BV1Lb411T72h?from=search&seid=7455858641782302467,"
        300
      ",划水Unicorn,"
        2019-04-14
      "
572,你打球真像蔡徐坤,//www.bilibili.com/video/BV1kb411M72h?from=search&seid=7455858641782302467,"
        277
      ",我们都一样吗,"
        2019-04-11
      "
573,灵感来源于蔡徐坤？翠神新皮肤，你打球真蔡,//www.bilibili.com/video/BV1nb411M7ac?from=search&seid=7455858641782302467,"
        5598
      ",绮芜,"
        2019-04-10
      "
574,求求你们不要再黑蔡徐坤了好么，你看看她打球多么的努力啊！,//www.bilibili.com/video/BV1wb411u7LU?from=search&seid=7455858641782302467,"
        277
      ",是筒甜不是甜筒,"
        2019-04-06
      "
575,球场上最伤人的一句话，你打球好像蔡徐坤。,//www.bilibili.com/video/BV1hb411m7PA?from=search&seid=7455858641782302467,"
        1.3万
      ",田中人蜡笔小聪,"
        2019-02-12
      "
576,嘤嘤嘤，你们打球真像蔡徐坤,//www.bilibili.com/video/BV1Bb411v76j?from=search&seid=7455858641782302467,"
        200
      ",我喜欢和蔡徐坤打篮球,"
        2019-03-08
      "
577,明星们打球场面蔡徐坤的也挺搞笑了吧！,//www.bilibili.com/video/BV1cM4y1c7oz?from=search&seid=7455858641782302467,"
        88
      ",HUALU看娱乐,"
        2021-12-11
      "
578,[代投][打球钢枪蔡徐坤]40-11，杀戮机器ACR第二期,//www.bilibili.com/video/BV1aa4y1x7td?from=search&seid=7455858641782302467,"
        234
      ",单边折翼,"
        2020-04-18
      "
579,[代投][打球钢枪蔡徐坤]28-5，UMG野马第一期,//www.bilibili.com/video/BV1sE41137CP?from=search&seid=7455858641782302467,"
        228
      ",单边折翼,"
        2020-03-15
      "
580,[代投][打球钢枪蔡徐坤]23-1，杀戮机器ACR第一期,//www.bilibili.com/video/BV1sE411M7yR?from=search&seid=10103506325280665405,"
        543
      ",单边折翼,"
        2020-03-08
      "
581,[代投][打球钢枪蔡徐坤]30-4，现代战争豪四第二期,//www.bilibili.com/video/BV137411c7Qe?from=search&seid=10103506325280665405,"
        222
      ",单边折翼,"
        2020-03-01
      "
582,[代投][打球钢枪蔡徐坤]29-4，现代战争豪四第一期,//www.bilibili.com/video/BV137411c7Qc?from=search&seid=10103506325280665405,"
        544
      ",单边折翼,"
        2020-02-28
      "
583,打球逐渐蔡徐坤,//www.bilibili.com/video/BV1FE411X7bR?from=search&seid=10103506325280665405,"
        26
      ",克里斯保罗的小助理,"
        2019-10-03
      "
584,校草兄弟为了同一个女生，决战篮球场，网友：打球太像蔡徐坤了！,//www.bilibili.com/video/BV1cJ411G7ph?from=search&seid=10103506325280665405,"
        91
      ",黄蜂明理511,"
        2019-09-20
      "
585,你打球好像蔡徐坤,//www.bilibili.com/video/BV194411w7Cj?from=search&seid=10103506325280665405,"
        47
      ",一只老萝莉,"
        2019-07-03
      "
586,"[网球王子05随录]190628,福士vs石田,你打球好像蔡徐坤啊.jpg",//www.bilibili.com/video/BV1Dx411d79w?from=search&seid=10103506325280665405,"
        55
      ",undinemy,"
        2019-06-28
      "
587,你玩遊戲像「蔡徐坤」到底是啥!?你打球像「蔡徐坤」，你才像「蔡徐坤」嘞！_電玩宅速配20190525,//www.bilibili.com/video/BV1Y4411V75a?from=search&seid=10103506325280665405,"
        33
      ",Mr_on,"
        2019-06-15
      "
588,你打球好像蔡徐坤,//www.bilibili.com/video/BV164411L7v5?from=search&seid=10103506325280665405,"
        197
      ",那遗失的青春时间煮雨,"
        2019-05-23
      "
589,你打球真像蔡徐坤,//www.bilibili.com/video/BV1Fb411V7Tp?from=search&seid=10103506325280665405,"
        59
      ",野猪佩琪鸭,"
        2019-04-19
      "
590,我打球真像蔡徐坤,//www.bilibili.com/video/BV1mb411G7T9?from=search&seid=10103506325280665405,"
        274
      ",36445299319_bili,"
        2019-04-19
      "
591,理同款发型，让你打球就像蔡徐坤,//www.bilibili.com/video/BV1ib411L7eH?from=search&seid=10103506325280665405,"
        2.1万
      ",积木禺,"
        2019-04-14
      "
592,看这个up主打球好像蔡徐坤,//www.bilibili.com/video/BV1db411g7gP?from=search&seid=10103506325280665405,"
        156
      ",藏于空山,"
        2019-04-05
      "
593,宝哥甲哥打球，甲哥你打球好像蔡徐坤啊。,//www.bilibili.com/video/BV1Vb411W74A?from=search&seid=10103506325280665405,"
        573
      ",绵羊咩_,"
        2019-04-03
      "
594,你打球好像蔡徐坤啊!预告（萌新第一次制作轻喷） (^_^),//www.bilibili.com/video/BV16b411s7by?from=search&seid=10103506325280665405,"
        103
      ",北藤子,"
        2019-03-31
      "
595,【笑狮人了】球场上最伤人的话是什么？你打球真像蔡徐坤。#1,//www.bilibili.com/video/BV16b41177RE?from=search&seid=10103506325280665405,"
        2576
      ",小狮子大魔王丶,"
        2019-03-23
      "
596,最沙雕的模仿帝又来了！球哥：你打球才像蔡徐坤！,//www.bilibili.com/video/BV1Ab41177qE?from=search&seid=10103506325280665405,"
        2813
      ",SEVEN雨的篮球路,"
        2019-03-21
      "
597,你打球真像蔡徐坤,//www.bilibili.com/video/BV1Wb411H7FS?from=search&seid=10103506325280665405,"
        320
      ",华南一泥鳅,"
        2019-03-14
      "
598,谁打球能打过蔡徐坤？,//www.bilibili.com/video/BV1r7411n7jU?from=search&seid=10103506325280665405,"
        33
      ",林宥嘉嘉宥林,"
        2020-02-04
      "
599,【蔡徐坤，坤式篮球】听说你打球像蔡某坤？？？,//www.bilibili.com/video/BV1St411w7T9?from=search&seid=10103506325280665405,"
        16.7万
      ",奥一二,"
        2019-07-28
      "
600,现在好多压根儿不碰球的说打球的都是蔡徐坤....,//www.bilibili.com/video/BV164411g7mx?from=search&seid=15114722199733868044,"
        166
      ",背着书包蹦迪,"
        2019-06-19
      "
601,【打球之王】蔡徐坤，鸡你太美,//www.bilibili.com/video/BV1Q4411i7bg?from=search&seid=15114722199733868044,"
        6042
      ",阿晨阿晨ao,"
        2019-05-05
      "
602,惊！某非洲男子打球竟然像蔡徐坤,//www.bilibili.com/video/BV1Rb411L7Vt?from=search&seid=15114722199733868044,"
        253
      ",上川麻里奈,"
        2019-04-14
      "
603,【孙笑川&蔡徐坤】给坤坤道歉！哥哥打球上综艺弟弟背锅！,//www.bilibili.com/video/BV1xb411s7YH?from=search&seid=15114722199733868044,"
        8498
      ",韩茜茜的小迷弟,"
        2019-03-31
      "
604,我打球打不过蔡徐坤！怎么办！,//www.bilibili.com/video/BV1Cb411W7qm?from=search&seid=15114722199733868044,"
        150
      ",要来点小黑吗,"
        2019-03-30
      "
605,你打球可真像蔡徐坤！,//www.bilibili.com/video/BV1tb411t7TH?from=search&seid=15114722199733868044,"
        499
      ",00李荣耀,"
        2019-03-26
      "
606,实战宝典第25课：小白也能练的10个篮球技巧，让你打球不再像蔡徐坤,//www.bilibili.com/video/BV1HJ411Y7im?from=search&seid=15114722199733868044,"
        2.5万
      ",篮球实战宝典,"
        2019-12-26
      "
607,绝地球生：旁白说我打球打的像蔡徐坤,//www.bilibili.com/video/BV1cJ411t7RF?from=search&seid=15114722199733868044,"
        195
      ",四川动感超哥,"
        2019-12-17
      "
608,小小起床战争 不关注打球像极了蔡徐坤,//www.bilibili.com/video/BV1eb411K7cg?from=search&seid=15114722199733868044,"
        96
      ",小小_小哥哥,"
        2019-04-12
      "
609,打球这事我站蔡徐坤,//www.bilibili.com/video/BV1HE411G7wc?from=search&seid=15114722199733868044,"
        6825
      ",ECBALL,"
        2020-03-13
      "
610,【莫雷vs蔡徐坤】听说莫雷和他的球队打球都像那个男人？,//www.bilibili.com/video/BV16J411F7xF?from=search&seid=15114722199733868044,"
        811
      ",阿斯顿法国布,"
        2019-10-06
      "
611,【蔡徐坤】天亮之后，一起看雪打球好吗？,//www.bilibili.com/video/BV1fE411X77U?from=search&seid=15114722199733868044,"
        263
      ",可乐莎莉,"
        2019-10-01
      "
612,蔡徐坤成功洗白 现在都说“你打球真像周琦”,//www.bilibili.com/video/BV1q441117hf?from=search&seid=15114722199733868044,"
        308
      ",royella_TD,"
        2019-09-02
      "
613,性感老头，在线打球，打不过蔡徐坤？,//www.bilibili.com/video/BV1x4411D7uH?from=search&seid=15114722199733868044,"
        60
      ",-人生短短急个球-,"
        2019-08-14
      "
614,《鸡你太美》震惊！蔡徐坤竟在我的世界服务器中打球！,//www.bilibili.com/video/BV1V4411Y7o6?from=search&seid=15114722199733868044,"
        111
      ",岚X枭,"
        2019-05-09
      "
615,[蔡徐坤出来挨打]震惊!某孩童打球竟如此像蔡徐坤!,//www.bilibili.com/video/BV1bb41137e5?from=search&seid=15114722199733868044,"
        177
      ",空条_裂开_承太郎,"
        2019-04-21
      "
616,你打球打的真像蔡徐坤,//www.bilibili.com/video/BV1gb411K7oo?from=search&seid=15114722199733868044,"
        147
      ",山海-白泽,"
        2019-04-11
      "
617,你们怎么有点蔡徐坤啊，我也想跟你们一起打球,//www.bilibili.com/video/BV17b411M7E8?from=search&seid=15114722199733868044,"
        100
      ",爱吃泡面的夏目同学,"
        2019-04-10
      "
618,挑战用贫民刀打生化 我打球的样子像蔡徐坤？,//www.bilibili.com/video/BV1AZ4y1u7po?from=search&seid=15114722199733868044,"
        22
      ",冰の恋丿,"
        2020-07-09
      "
619,你打球的样子像蔡徐坤！,//www.bilibili.com/video/BV1E4411T7zW?from=search&seid=15114722199733868044,"
        36
      ",梦幻雉翎盔,"
        2019-06-08
      "
620,假以时日，这孩子打球一定超越蔡徐坤！,//www.bilibili.com/video/BV1Rb41137cq?from=search&seid=10849268801701398322,"
        38
      ",一长香料,"
        2019-04-22
      "
621,flash那啥，你打球的样子像蔡徐坤~开会开花~,//www.bilibili.com/video/BV1hb41157VP?from=search&seid=10849268801701398322,"
        301
      ",不是六一,"
        2019-04-17
      "
622,【NBA LIVE】我打球居然输给了蔡徐坤？！,//www.bilibili.com/video/BV1mt411V7Sc?from=search&seid=10849268801701398322,"
        123
      ",宵夜不香了,"
        2019-07-14
      "
623,你这狗打球怎么有点像蔡徐坤啊。,//www.bilibili.com/video/BV1v4411a7gh?from=search&seid=10849268801701398322,"
        334
      ",AISHISV,"
        2019-05-13
      "
624,社长：阿修打球的样子真像蔡徐坤,//www.bilibili.com/video/BV114411h7ux?from=search&seid=10849268801701398322,"
        112
      ",ぐ榷鸢,"
        2019-05-11
      "
625,【蔡徐坤】教练，请教我……教我打球吧！,//www.bilibili.com/video/BV1jb411K7gw?from=search&seid=10849268801701398322,"
        351
      ",福禄里种葫芦,"
        2019-04-12
      "
626,你打球的样子真像蔡徐坤,//www.bilibili.com/video/BV1fb411M7pP?from=search&seid=10849268801701398322,"
        385
      ",路过的牛仔,"
        2019-04-06
      "
627,你打球的样子真像蔡徐坤（蹭一波热度 滑稽保命）,//www.bilibili.com/video/BV1rb411s7kw?from=search&seid=10849268801701398322,"
        434
      ",柏拉兔2333,"
        2019-03-31
      "
628,你打球的样子真像蔡徐坤,//www.bilibili.com/video/BV1Qb411G7Rn?from=search&seid=10849268801701398322,"
        326
      ",酱香牛肉面呀,"
        2019-04-19
      "
629,【坤坤打球】10倍慢放蔡徐坤打篮球，我听出了诡异的效果，你呢？,//www.bilibili.com/video/BV1Db411G7bu?from=search&seid=10849268801701398322,"
        303
      ",望千里云山处,"
        2019-04-19
      "
630,兄弟，你打球的样子像极了蔡徐坤!,//www.bilibili.com/video/BV13b411T7Vs?from=search&seid=10849268801701398322,"
        9739
      ",爱笑的莲莲,"
        2019-04-13
      "
631,篮球三分球练习，一个暑假没打球，三分投得像蔡徐坤,//www.bilibili.com/video/BV134411C7wE?from=search&seid=10849268801701398322,"
        521
      ",热带雪人,"
        2019-09-07
      "
632,NBA勇士队，看我打球的样子像不像蔡徐坤(•̀⌄•́),//www.bilibili.com/video/BV15x411X7hg?from=search&seid=10849268801701398322,"
        18
      ",昏晓旋律,"
        2019-07-02
      "
633,你打球的样子像极了蔡徐坤,//www.bilibili.com/video/BV13b411j7LK?from=search&seid=10849268801701398322,"
        2104
      ",刚好zx,"
        2019-04-15
      "
634,你打球的样子真像“蔡徐坤”,//www.bilibili.com/video/BV1Db411T7mG?from=search&seid=10849268801701398322,"
        229
      ",米糠拌飯,"
        2019-04-09
      "
635,『坤子的篮球』你打球的样子像极了蔡徐坤,//www.bilibili.com/video/BV1nb411a76v?from=search&seid=10849268801701398322,"
        5765
      ",抬头式微笑唔,"
        2019-02-23
      "
636,我的胯下运球被指像蔡徐坤？我很难受，兄弟。#克里斯的打球日常,//www.bilibili.com/video/BV1vJ411s7q1?from=search&seid=10849268801701398322,"
        2901
      ",这里是克里斯,"
        2019-12-22
      "
637,校长，你打球。。。。。。像蔡徐坤,//www.bilibili.com/video/BV1Xb41167Bd?from=search&seid=10849268801701398322,"
        499
      ",培养叶,"
        2019-02-02
      "
638,群演公社:这位模仿蔡徐坤的小哥太有实力，导师表示照这样打球nba都得解散,//www.bilibili.com/video/BV1jb411M7SJ?from=search&seid=10849268801701398322,"
        1828
      ",天的尽头是风沙,"
        2019-04-10
      "
639,【郑能量】漫展vlog，我跟孙笑川打球，竟然被嫌弃打的不如蔡徐坤,//www.bilibili.com/video/BV1U4411F7va?from=search&seid=10849268801701398322,"
        702
      ",肥疯666,"
        2019-07-08
      "
640,“老年人打球”许凯姿势可以不，和蔡徐坤相比怎么样？,//www.bilibili.com/video/BV1Rb411T7h9?from=search&seid=10679722441239413346,"
        399
      ",娱人制造,"
        2019-04-10
      "
641,【蔡徐坤X乔薜萝】乔薜萝殿下的心声，等你打球，不敢露脸。,//www.bilibili.com/video/BV1Ct411T7aE?from=search&seid=10679722441239413346,"
        610
      ",木簪秋儿,"
        2019-08-03
      "
642,【蔡徐坤】当你的数学老师在课上给你放坤坤打球,//www.bilibili.com/video/BV1Yt411P73f?from=search&seid=10679722441239413346,"
        355
      ",RK800安卓康,"
        2019-07-27
      "
643,【蔡徐坤】无罪！！！再难熬的日子都过来了！再也不用天黑打球，你没有错！你是为舞台而生的王者，也是保护我们猫咪的大狮子。“我们会一直听先生的歌，做先生的情人。”,//www.bilibili.com/video/BV1Qf4y1c7XU?from=search&seid=10679722441239413346,"
        1221
      ",野蛮生长葵心,"
        2021-09-16
      "
644,蔡徐坤 Nyanyanyanyanyanyanya 洗脑循环； 一起打球吗？死靓仔！,//www.bilibili.com/video/BV1Tb411V7zs?from=search&seid=10679722441239413346,"
        480
      ",-Mandarin_,"
        2019-04-20
      "
